From,To,Date,Subject
Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos",1/8/14 21:18,RE: Field work rotation schedule
Claudio.Hawelon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/9/14 8:41,Funny!!
Ingrid.Barranco@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/9/14 9:51,Impact of local politics on profit margin
Albina.Hafon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/9/14 10:12,RE: Funny!!
Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/9/14 10:21,"Good morning, GasTech!"
Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 10:23,Can anyone swap on-call slots with me?
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 10:49,Security patches needed
Cecilia.Morluniau@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/9/14 10:50,RE: Funny!!
Felix.Balas@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,1/9/14 11:14,Congratulations on your service anniversary
Ada.Campo-Corrente@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/9/14 11:25,RE: Impact of local politics on profit margin
Hideki.Cocinaro@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,1/9/14 11:31,Tools
Adan.Morlun@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/9/14 11:36,Union meeting
Edvard.Vann@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Felix.Resumir@gastech.com.kronos",1/9/14 11:37,Security procedures for January 20 VIP visit
Willem.Vasco-Pais@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/9/14 11:41,RE: Impact of local politics on profit margin
Sten.Sanjorge Jr.@gastech.com.tethys,"Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/9/14 11:42,RE: Impact of local politics on profit margin
Albina.Hafon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/9/14 11:47,RE: Funny!!
Isia.Vann@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/9/14 11:51,Awwww- cute!
Irene.Nant@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/9/14 12:24,RE: Funny!!
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 12:33,RE: Security patches needed
Albina.Hafon@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos",1/9/14 12:36,RE: Funny!!
Dante.Coginian@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,1/9/14 12:48,Document stuck
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 12:49,RE: Security patches needed
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 12:57,RE: Security patches needed
Dante.Coginian@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,1/9/14 12:58,RE: Tools
Axel.Calzas@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",1/9/14 13:02,Field work rotation schedule
Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/9/14 13:02,You never get a second chance to make a first impression
Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 13:05,RE: Can anyone swap on-call slots with me?
Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/9/14 13:10,Software review report
Ada.Campo-Corrente@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/9/14 13:11,RE: Impact of local politics on profit margin
Hideki.Cocinaro@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,1/9/14 13:15,RE: Tools
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/9/14 13:19,Remember Casino night!
Willem.Vasco-Pais@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/9/14 13:31,RE: Impact of local politics on profit margin
Rachel.Pantanal@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,1/9/14 13:38,Files
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 13:45,RE: Security patches needed
Orhan.Strum@gastech.com.kronos,"Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",1/9/14 13:49,RE: Impact of local politics on profit margin
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 13:50,RE: Security patches needed
Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/9/14 14:03,RE: Software review report
Hennie.Osvaldo@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,1/9/14 14:05,RE: Files
Stenig.Fusil@gastech.com.kronos,"Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos",1/9/14 14:12,Security update: how to handle reporters on the grounds
Dante.Coginian@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,1/9/14 14:17,RE: Tools
Axel.Calzas@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",1/9/14 14:18,RE: Field work rotation schedule
Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",1/9/14 14:22,GIS update
Hideki.Cocinaro@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,1/9/14 14:27,RE: Tools
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/14 14:28,RE: Security patches needed
Rachel.Pantanal@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,1/9/14 14:29,RE: Files
Lars.Azada@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",1/9/14 14:32,RE: Field work rotation schedule
Adan.Morlun@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/9/14 14:34,RE: Union meeting
Claudio.Hawelon@gastech.com.kronos,Isia.Vann@gastech.com.kronos,1/9/14 14:36,RE: Awwww- cute!
Adan.Morlun@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,1/9/14 14:38,RE: Document stuck
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/9/14 14:39,Facilities preparations for VIP visit
Isia.Vann@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/9/14 14:49,RE: Awwww- cute!
Claudio.Hawelon@gastech.com.kronos,Isia.Vann@gastech.com.kronos,1/9/14 14:50,RE: Awwww- cute!
Isia.Vann@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/9/14 14:57,RE: Awwww- cute!
Axel.Calzas@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",1/9/14 14:57,RE: Field work rotation schedule
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/9/14 14:59,RE: You never get a second chance to make a first impression
Axel.Calzas@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",1/9/14 15:00,RE: GIS update
Lars.Azada@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",1/9/14 15:01,RE: Field work rotation schedule
Felix.Resumir@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,1/9/14 15:04,They need that report today
Felix.Resumir@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Felix.Resumir@gastech.com.kronos",1/9/14 15:05,RE: Security procedures for January 20 VIP visit
Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",1/9/14 15:09,RE: GIS update
Hennie.Osvaldo@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,1/9/14 15:10,RE: Files
Kare.Orilla@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",1/9/14 15:13,GIS update
Irene.Nant@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/9/14 15:13,RE: Facilities preparations for VIP visit
Ada.Campo-Corrente@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys",1/9/14 15:17,Impromptu golf vacation - who's in?
Dylan.Scozzese@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/9/14 15:25,RE: Facilities preparations for VIP visit
Elsa.Orilla@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",1/9/14 15:29,RE: Field work rotation schedule
Emile.Arpa@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/9/14 15:35,RE: Facilities preparations for VIP visit
Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",1/9/14 15:42,RE: GIS update
Dante.Coginian@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,1/9/14 15:58,RE: Document stuck
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/9/14 16:01,Don't text and drive!
Elsa.Orilla@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/9/14 16:03,RE: Remember Casino night!
Isak.Baza@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/9/14 16:04,RE: Remember Casino night!
Kare.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",1/9/14 16:07,RE: GIS update
Lidelse.Dedos@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos",1/9/14 16:11,GIS update
Claudio.Hawelon@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/9/14 16:14,RE: Facilities preparations for VIP visit
